,A,B
5/7/2013,0.982906479,0.9958
5/8/2013,0.981849077,0.997
5/9/2013,0.984020148,0.9932
5/10/2013,0.982810807,0.9901
5/13/2013,0.984018296,0.9895
5/14/2013,0.984918415,0.9823
5/15/2013,0.984160626,0.9846
5/16/2013,0.98115615,0.9809
5/17/2013,0.981055446,0.9727
5/20/2013,0.981619929,0.9764
5/21/2013,0.978853513,0.9741
5/22/2013,0.981107314,0.9646
5/23/2013,0.980093518,0.9703
5/24/2013,0.977311988,0.9691
5/27/2013,0.977917925,0.967
5/28/2013,0.975828884,0.9618
5/29/2013,0.971396295,0.9661
5/30/2013,0.969944608,0.9711
5/31/2013,0.97045439,0.9637
6/3/2013,0.969496632,0.9731
6/4/2013,0.968675929,0.967
6/5/2013,0.967735589,0.9667
6/6/2013,0.964592356,0.9743
6/7/2013,0.972725757,0.9807
6/10/2013,0.971852495,0.981
6/11/2013,0.966299461,0.9815
6/12/2013,0.970741104,0.9792
6/13/2013,0.971833571,0.9845
6/14/2013,0.975125567,0.9832
6/17/2013,0.97489566,0.9817
6/18/2013,0.972132139,0.9794
6/19/2013,0.975710061,0.9734
6/20/2013,0.965159136,0.9626
6/21/2013,0.961965752,0.9563
6/24/2013,0.953946781,0.9523
6/25/2013,0.955062102,0.951
6/26/2013,0.95708374,0.9551
6/27/2013,0.95901505,0.9545
6/28/2013,0.959150761,0.9506
7/1/2013,0.962113302,0.9527
7/2/2013,0.962188335,0.9484
7/3/2013,0.960010163,0.9519
7/4/2013,0.958723204,0.951
7/5/2013,0.961627873,0.945
7/8/2013,0.955550297,0.9472
7/9/2013,0.952268133,0.95
7/10/2013,0.954929315,0.9556
7/11/2013,0.952381293,0.9647
7/12/2013,0.954171496,0.9619
7/15/2013,0.954963752,0.959
7/16/2013,0.957283061,0.9644
7/17/2013,0.957887409,0.9611
7/18/2013,0.962186517,0.9635
7/19/2013,0.958954159,0.9645
7/22/2013,0.959488314,0.9677
7/23/2013,0.96222886,0.972
7/24/2013,0.960173328,0.9695
7/25/2013,0.959382594,0.9728
7/26/2013,0.957297418,0.973
7/29/2013,0.957414452,0.9741
7/30/2013,0.958786702,0.9704
7/31/2013,0.959287615,0.9731
8/1/2013,0.961398257,0.9665
8/2/2013,0.959208393,0.9622
8/5/2013,0.959314605,0.9652
8/6/2013,0.959685782,0.9638
8/7/2013,0.957616909,0.9594
8/8/2013,0.957472536,0.9683
8/9/2013,0.957628456,0.972
8/12/2013,0.961695602,0.9703
8/13/2013,0.965210907,0.9668
8/14/2013,0.965994413,0.9669
8/15/2013,0.963826138,0.9704
8/16/2013,0.964545675,0.9675
8/19/2013,0.965129599,0.9666
8/20/2013,0.958462319,0.9623
8/21/2013,0.957865807,0.9547
8/22/2013,0.953934771,0.9509
8/23/2013,0.953823459,0.9528
8/26/2013,0.955122075,0.9523
8/27/2013,0.954003306,0.9547
8/28/2013,0.953568343,0.9536
8/29/2013,0.94908765,0.9495
8/30/2013,0.948171268,0.949
9/2/2013,0.948186266,0.9484
9/3/2013,0.950876031,0.9493
9/4/2013,0.94581567,0.9527
9/5/2013,0.94598022,0.9519
9/6/2013,0.953916447,0.9611
9/9/2013,0.954372321,0.9647
9/10/2013,0.955065147,0.9663
9/11/2013,0.957673902,0.9691
9/12/2013,0.960668344,0.9687
9/13/2013,0.960576908,0.9661
9/16/2013,0.962627225,0.9686
9/17/2013,0.962665912,0.9713
9/18/2013,0.965343368,0.9784
9/19/2013,0.972323996,0.9742
9/20/2013,0.969640126,0.9705
9/23/2013,0.965531346,0.9724
9/24/2013,0.962374335,0.9708
9/25/2013,0.96161581,0.9696
9/26/2013,0.962109197,0.97
9/27/2013,0.959925464,0.9704
9/30/2013,0.958450035,0.97
10/1/2013,0.957320161,0.9687
10/2/2013,0.957809207,0.9674
10/3/2013,0.958809479,0.9678
10/4/2013,0.961080023,0.9713
10/7/2013,0.960112675,0.9697
10/8/2013,0.959207604,0.9645
10/9/2013,0.961176747,0.9621
10/10/2013,0.963720842,0.9617
10/11/2013,0.963100043,0.9663
10/14/2013,0.96377751,0.9658
10/15/2013,0.965544745,0.9631
10/16/2013,0.965629014,0.9683
10/17/2013,0.963505337,0.9718
10/18/2013,0.964921665,0.9722
10/21/2013,0.966240147,0.9705
10/22/2013,0.963457763,0.9722
10/23/2013,0.955554192,0.9632
10/24/2013,0.954131791,0.9596
10/25/2013,0.952617751,0.9571
10/28/2013,0.952824819,0.9574
10/29/2013,0.949499252,0.9552
10/30/2013,0.951804658,0.9543
10/31/2013,0.954133468,0.9587
11/1/2013,0.953576554,0.9597
11/4/2013,0.952260481,0.9592
11/5/2013,0.951959452,0.9564
11/6/2013,0.951492492,0.9599
11/7/2013,0.949508176,0.9559
11/8/2013,0.949677127,0.9543
11/11/2013,0.950413886,0.9546
11/12/2013,0.946511079,0.9528
11/13/2013,0.945290985,0.9563
11/14/2013,0.946961821,0.9557
11/15/2013,0.949950578,0.9579
11/18/2013,0.950563572,0.9589
11/19/2013,0.951420249,0.9552
11/20/2013,0.954154969,0.9566
11/21/2013,0.951697742,0.9509
11/22/2013,0.951794332,0.9511
11/25/2013,0.952461195,0.9485
11/26/2013,0.94982809,0.9486
11/27/2013,0.949779852,0.9438
11/28/2013,0.94900158,0.9451
11/29/2013,0.950185952,0.9421
12/2/2013,0.948842858,0.9395
12/3/2013,0.945424719,0.9391
12/4/2013,0.94595933,0.936
12/5/2013,0.948709786,0.9387
12/6/2013,0.950176676,0.9399
12/9/2013,0.950309271,0.941
12/10/2013,0.949953669,0.9432
12/11/2013,0.953693081,0.9442
12/12/2013,0.952640127,0.9399
12/13/2013,0.953135836,0.9447
12/16/2013,0.953575754,0.9437
12/17/2013,0.951636841,0.9428
12/18/2013,0.950807476,0.9344
12/19/2013,0.951271455,0.9378
12/20/2013,0.94753361,0.9403
12/23/2013,0.948772055,0.9429
12/24/2013,0.949423735,0.9406
12/25/2013,0.949163369,0.9407
12/26/2013,0.947962719,0.9392
12/27/2013,0.948443143,0.934
12/30/2013,0.945475054,0.9391
12/31/2013,0.946025522,0.9414
1/1/2014,0.945854332,0.9395
1/2/2014,0.943271406,0.9372
1/3/2014,0.944418994,0.9403
1/6/2014,0.944624345,0.9385
1/7/2014,0.941283987,0.9289
1/8/2014,0.936580528,0.9242
1/9/2014,0.932190849,0.9223
1/10/2014,0.927938154,0.918
1/13/2014,0.931014158,0.9205
1/14/2014,0.932421393,0.9136
1/15/2014,0.93160461,0.9146
1/16/2014,0.926627395,0.9149
1/17/2014,0.923855675,0.9122
1/20/2014,0.921065538,0.9134
1/21/2014,0.92144734,0.9118
1/22/2014,0.913786521,0.9019
1/23/2014,0.908781034,0.9008
1/24/2014,0.907483498,0.9019
1/27/2014,0.910280064,0.8997
1/28/2014,0.909600793,0.8967
1/29/2014,0.902694041,0.8952
1/30/2014,0.90154499,0.8962
1/31/2014,0.895605793,0.8986
2/3/2014,0.895827329,0.8995
2/4/2014,0.905486459,0.9024
2/5/2014,0.907331258,0.9023
2/6/2014,0.908961514,0.9033
2/7/2014,0.914401244,0.9065
2/10/2014,0.911752739,0.9045
2/11/2014,0.914072006,0.9084
2/12/2014,0.919540203,0.9089
2/13/2014,0.91924032,0.911
2/14/2014,0.919371152,0.9109
2/17/2014,0.919032971,0.912
2/18/2014,0.917945953,0.9134
2/19/2014,0.914451231,0.9026
2/20/2014,0.913652414,0.901
2/21/2014,0.915549,0.9001
2/24/2014,0.92011205,0.9041
2/25/2014,0.919939446,0.9021
2/26/2014,0.912239906,0.8986
2/27/2014,0.910531539,0.8992
2/28/2014,0.917757419,0.9039
3/3/2014,0.913150921,0.9028
3/4/2014,0.919091209,0.9016
3/5/2014,0.920907674,0.9067
3/6/2014,0.922719099,0.9103
3/7/2014,0.916836109,0.902
3/10/2014,0.912605331,0.9002
3/11/2014,0.909161954,0.9004
3/12/2014,0.905271157,0.8994
3/13/2014,0.902263044,0.903
3/14/2014,0.900383039,0.9005
3/17/2014,0.904518133,0.9047
3/18/2014,0.901719433,0.8981
3/19/2014,0.90148602,0.8898
3/20/2014,0.901504542,0.8894
3/21/2014,0.900298943,0.8912
3/24/2014,0.900250354,0.8935
3/25/2014,0.903571079,0.8955
3/26/2014,0.901280642,0.9007
3/27/2014,0.904215644,0.9066
3/28/2014,0.903899044,0.9041
3/31/2014,0.908685575,0.905
4/1/2014,0.909398889,0.9071
4/2/2014,0.909204674,0.9063
4/3/2014,0.910242951,0.9062
4/4/2014,0.91505856,0.9107
4/7/2014,0.914798897,0.9112
4/8/2014,0.914672169,0.9155
4/9/2014,0.920238657,0.9192
4/10/2014,0.919560779,0.9144
4/11/2014,0.91492628,0.9107
4/14/2014,0.913756409,0.9122
4/15/2014,0.912319347,0.9109
4/16/2014,0.912822873,0.9081
4/17/2014,0.915845351,0.9088
4/18/2014,0.915679481,0.9071
4/21/2014,0.916092784,0.9081
4/22/2014,0.911565912,0.9069
4/23/2014,0.902414387,0.9065
4/24/2014,0.902363115,0.9073
4/25/2014,0.90094465,0.9062
4/28/2014,0.904927186,0.9067
4/29/2014,0.904717286,0.9137
4/30/2014,0.905762282,0.9123
5/1/2014,0.907883696,0.9124
5/2/2014,0.903337187,0.9112
5/5/2014,0.905781722,0.9127
5/6/2014,0.906529188,0.9182
5/7/2014,0.914204926,0.9176
5/8/2014,0.920142159,0.9232
5/9/2014,0.918478778,0.9174
5/12/2014,0.917792111,0.9178
5/13/2014,0.918017947,0.9169
5/14/2014,0.915879234,0.9184
5/15/2014,0.916872676,0.9188
5/16/2014,0.917412736,0.9207
5/19/2014,0.921475597,0.9195
5/20/2014,0.921672013,0.9168
5/21/2014,0.922601828,0.9164
5/22/2014,0.922092921,0.9182
5/23/2014,0.922475472,0.9201
5/26/2014,0.924135781,0.9209
5/27/2014,0.923632213,0.921
5/28/2014,0.916280663,0.9193
5/29/2014,0.919335952,0.9228
5/30/2014,0.919075903,0.9221
6/2/2014,0.91833484,0.9174
6/3/2014,0.917923296,0.9169
6/4/2014,0.916307529,0.914
6/5/2014,0.919433948,0.9153
6/6/2014,0.918697806,0.9148
6/9/2014,0.915077882,0.917
6/10/2014,0.912494095,0.9172
6/11/2014,0.912288794,0.9202
6/12/2014,0.908786992,0.9212
6/13/2014,0.909073047,0.9213
6/16/2014,0.905700141,0.9221
6/17/2014,0.906503667,0.9208
6/18/2014,0.910365983,0.9229
6/19/2014,0.908072538,0.9244
6/20/2014,0.91694677,0.9296
6/23/2014,0.918390584,0.9318
6/24/2014,0.917432115,0.9307
6/25/2014,0.912355303,0.9329
6/26/2014,0.912729888,0.9356
6/27/2014,0.913418111,0.9376
6/30/2014,0.910426684,0.9373
7/1/2014,0.911381315,0.9406
7/2/2014,0.915535015,0.9376
7/3/2014,0.912027524,0.9403
7/4/2014,0.912434339,0.9387
7/7/2014,0.911124643,0.936
7/8/2014,0.910031217,0.9365
7/9/2014,0.917852454,0.9388
7/10/2014,0.922856957,0.939
7/11/2014,0.921108655,0.9316
7/14/2014,0.917648744,0.9336
7/15/2014,0.915414829,0.9295
7/16/2014,0.910424578,0.9309
7/17/2014,0.910178821,0.9292
7/18/2014,0.909486395,0.9316
7/21/2014,0.907888844,0.9312
7/22/2014,0.911679143,0.9312
7/23/2014,0.916132439,0.9321
7/24/2014,0.917190783,0.9307
7/25/2014,0.91138915,0.9248
7/28/2014,0.909706309,0.926
7/29/2014,0.900367271,0.9215
7/30/2014,0.907607453,0.9172
7/31/2014,0.912348014,0.917
8/1/2014,0.914664685,0.9161
8/4/2014,0.912261381,0.9169
8/5/2014,0.914527469,0.9123
8/6/2014,0.913768327,0.916
8/7/2014,0.915391689,0.9154
8/8/2014,0.90858329,0.9113
8/11/2014,0.910893675,0.9156
8/12/2014,0.919536369,0.9153
8/13/2014,0.920095734,0.9163
8/14/2014,0.920681111,0.9172
8/15/2014,0.919195319,0.9175
8/18/2014,0.924559498,0.9185
8/19/2014,0.923825468,0.9139
8/20/2014,0.917153793,0.9116
8/21/2014,0.915484421,0.914
8/22/2014,0.909916946,0.9138
8/25/2014,0.907902328,0.9104
8/26/2014,0.914169596,0.9131
8/27/2014,0.910512826,0.9204
8/28/2014,0.910880762,0.9208
8/29/2014,0.914822603,0.9192
9/1/2014,0.915321896,0.9199
9/2/2014,0.914312832,0.915
9/3/2014,0.915972518,0.9185
9/4/2014,0.918825398,0.9196
9/5/2014,0.919824564,0.9188
9/8/2014,0.915533057,0.9114
9/9/2014,0.914419644,0.9105
9/10/2014,0.915404613,0.9143
9/11/2014,0.917861352,0.9062
9/12/2014,0.921678559,0.9016
9/15/2014,0.921319377,0.9048
9/16/2014,0.917674525,0.9114
9/17/2014,0.913092411,0.9093
9/18/2014,0.916444862,0.9144
9/19/2014,0.918558463,0.9123
9/22/2014,0.921371267,0.9055
9/23/2014,0.915504857,0.9027
9/24/2014,0.909792522,0.9042
9/25/2014,0.911481941,0.9001
9/26/2014,0.907907496,0.8964
9/29/2014,0.898158593,0.8957
9/30/2014,0.901241076,0.8932
10/1/2014,0.904050955,0.8958
10/2/2014,0.907858977,0.8963
10/3/2014,0.901402656,0.8893
10/6/2014,0.899948724,0.8983
10/7/2014,0.898390981,0.8951
10/8/2014,0.905051535,0.9003
10/9/2014,0.908530333,0.8941
10/10/2014,0.906073845,0.893
10/13/2014,0.901673063,0.893
10/14/2014,0.895118845,0.8852
10/15/2014,0.888233117,0.8885
10/16/2014,0.885332469,0.8884
10/17/2014,0.896008695,0.8865
10/20/2014,0.900400674,0.8861
10/21/2014,0.901682311,0.8911
10/22/2014,0.905177156,0.8901
10/23/2014,0.90508784,0.8904
10/24/2014,0.903332873,0.8898
10/27/2014,0.903038448,0.8891
10/28/2014,0.905977795,0.8955
10/29/2014,0.895305554,0.894
10/30/2014,0.898651048,0.8938
10/31/2014,0.893029789,0.8875
11/3/2014,0.882542727,0.8805
11/4/2014,0.87911341,0.8766
11/5/2014,0.881010283,0.878
11/6/2014,0.878702522,0.8754
11/7/2014,0.882096211,0.8826
11/10/2014,0.880449413,0.8787
11/11/2014,0.879456471,0.8821
11/12/2014,0.875489385,0.8835
11/13/2014,0.878094258,0.8796
11/14/2014,0.877408999,0.8858
11/17/2014,0.876340645,0.8843
11/18/2014,0.877614418,0.8851
11/19/2014,0.881036859,0.8818
11/20/2014,0.884619566,0.8846
11/21/2014,0.890260207,0.8903
11/24/2014,0.891574375,0.8862
11/25/2014,0.88285533,0.8882
11/26/2014,0.883801945,0.889
11/27/2014,0.881542873,0.8824
11/28/2014,0.887656602,0.8759
12/1/2014,0.875870156,0.8827
12/2/2014,0.875947554,0.8767
12/3/2014,0.875986127,0.8798
12/4/2014,0.877598346,0.8786
12/5/2014,0.867945861,0.8746
12/8/2014,0.862185732,0.8713
12/9/2014,0.857799985,0.8738
12/10/2014,0.853875124,0.8711
12/11/2014,0.852207285,0.8681
12/12/2014,0.843195606,0.8636
12/15/2014,0.836682319,0.857
12/16/2014,0.832830186,0.8601
12/17/2014,0.846246511,0.8593
12/18/2014,0.856679121,0.8638
12/19/2014,0.858401714,0.8619
12/22/2014,0.860079044,0.8599
12/23/2014,0.860146087,0.8608
12/24/2014,0.860530076,0.8604
12/25/2014,0.860720938,0.8603
12/26/2014,0.861312659,0.86
12/29/2014,0.860896897,0.8593
12/30/2014,0.860263355,0.8614
12/31/2014,0.860746053,0.8605
1/1/2015,0.860910026,0.8613
1/2/2015,0.858719891,0.8485
1/5/2015,0.850473014,0.8502
1/6/2015,0.846616724,0.8448
1/7/2015,0.849745771,0.8462
1/8/2015,0.853992932,0.8453
1/9/2015,0.851993359,0.8428
1/12/2015,0.84725437,0.8352
1/13/2015,0.845666118,0.8365
1/14/2015,0.845006242,0.8368
1/15/2015,0.844320811,0.8364
1/16/2015,0.845353984,0.8346
1/19/2015,0.844132519,0.8375
1/20/2015,0.840992628,0.8256
1/21/2015,0.823584706,0.8103
1/22/2015,0.821553395,0.8075
1/23/2015,0.822111441,0.8045
1/26/2015,0.81609558,0.8015
1/27/2015,0.813809657,0.8066
1/28/2015,0.80729464,0.798
1/29/2015,0.803465804,0.7924
1/30/2015,0.801435359,0.7854
2/2/2015,0.803518828,0.7955
2/3/2015,0.8079291,0.8056
2/4/2015,0.804821925,0.7955
2/5/2015,0.807610681,0.804
2/6/2015,0.803687329,0.7988
2/9/2015,0.801671446,0.802
2/10/2015,0.79444613,0.7944
2/11/2015,0.793601842,0.7917
2/12/2015,0.797886459,0.7994
2/13/2015,0.80080003,0.8031
2/16/2015,0.800907725,0.8022
2/17/2015,0.804605788,0.8072
2/18/2015,0.804658131,0.8029
2/19/2015,0.803464251,0.8003
2/20/2015,0.79796911,0.7978
2/23/2015,0.797429522,0.7955
2/24/2015,0.8091801,0.8006
2/25/2015,0.806165158,0.804
2/26/2015,0.806609774,0.799
2/27/2015,0.807597897,0.7996
3/2/2015,0.806877722,0.7976
3/3/2015,0.805558026,0.8002
3/4/2015,0.81730296,0.8049
3/5/2015,0.819019595,0.8008
3/6/2015,0.809409986,0.7922
3/9/2015,0.806014248,0.7932
3/10/2015,0.800071009,0.7881
3/11/2015,0.799974704,0.7843
3/12/2015,0.800866809,0.7883
3/13/2015,0.796089609,0.7825
3/16/2015,0.795309971,0.7829
3/17/2015,0.792344711,0.782
3/18/2015,0.798973532,0.7957
3/19/2015,0.792762565,0.7864
3/20/2015,0.795833434,0.7966
3/23/2015,0.798362601,0.7986
3/24/2015,0.802405631,0.8005
3/25/2015,0.801117655,0.7987
3/26/2015,0.809920538,0.8012
3/27/2015,0.801698427,0.7928
3/30/2015,0.802625585,0.7889
3/31/2015,0.803676542,0.7884
4/1/2015,0.806070535,0.7922
4/2/2015,0.806951091,0.7962
4/3/2015,0.812885525,0.801
4/6/2015,0.813664365,0.8012
4/7/2015,0.813161108,0.7996
4/8/2015,0.810846613,0.797
4/9/2015,0.811047169,0.7949
4/10/2015,0.811963944,0.7955
4/13/2015,0.813647455,0.794
4/14/2015,0.814287081,0.801
4/15/2015,0.823068624,0.8137
4/16/2015,0.826256978,0.8205
4/17/2015,0.827781072,0.8167
4/20/2015,0.827543536,0.8179
4/21/2015,0.826393684,0.8142
4/22/2015,0.825294296,0.817
4/23/2015,0.827110583,0.8234
4/24/2015,0.827150765,0.8209
4/27/2015,0.82675938,0.8274
4/28/2015,0.825504626,0.8312
4/29/2015,0.827760261,0.8322
4/30/2015,0.82605131,0.8283
5/1/2015,0.826426927,0.8226
5/4/2015,0.82697659,0.8269
5/5/2015,0.822076154,0.8287
5/6/2015,0.820230976,0.8301
5/7/2015,0.816727346,0.8245
5/8/2015,0.823097728,0.8281
5/11/2015,0.822149773,0.8263
5/12/2015,0.823146046,0.8322
5/13/2015,0.825166284,0.8363
5/14/2015,0.827597245,0.8345
5/15/2015,0.826339276,0.8324
5/18/2015,0.821693912,0.8224
5/19/2015,0.819796047,0.8175
5/20/2015,0.820730071,0.8191
5/21/2015,0.823021109,0.8197
5/22/2015,0.818423068,0.8143
5/25/2015,0.817529925,0.8121
5/26/2015,0.810729202,0.8043
5/27/2015,0.804588596,0.8031
5/28/2015,0.806066103,0.8041
5/29/2015,0.803952929,0.8031
6/1/2015,0.800403514,0.7986
6/2/2015,0.803823356,0.8064
6/3/2015,0.801996074,0.8031
6/4/2015,0.797504314,0.7999
6/5/2015,0.7997332,0.8042
6/8/2015,0.800912897,0.8058
6/9/2015,0.804726425,0.8107
6/10/2015,0.807712685,0.8158
6/11/2015,0.804589807,0.8133
6/12/2015,0.801093926,0.8122
6/15/2015,0.799111946,0.8115
6/16/2015,0.800205732,0.8134
6/17/2015,0.803894835,0.8178
6/18/2015,0.808249346,0.8181
6/19/2015,0.805628504,0.8152
6/22/2015,0.806422751,0.8124
6/23/2015,0.807384072,0.8112
6/24/2015,0.803067943,0.8075
6/25/2015,0.804156523,0.8114
6/26/2015,0.804845492,0.8117
6/29/2015,0.79991457,0.8062
6/30/2015,0.797540903,0.8003
7/1/2015,0.794401298,0.7944
7/2/2015,0.799109372,0.7973
7/3/2015,0.798236536,0.7953
7/6/2015,0.793510674,0.7904
7/7/2015,0.791574905,0.7869
7/8/2015,0.789617167,0.7846
7/9/2015,0.791185945,0.7869
7/10/2015,0.793283859,0.79
7/13/2015,0.790982539,0.7849
7/14/2015,0.792393673,0.7857
7/15/2015,0.786004976,0.7743
7/16/2015,0.784361829,0.7717
7/17/2015,0.782425822,0.7708
7/20/2015,0.776402208,0.7695
7/21/2015,0.7784986,0.7724
7/22/2015,0.77426641,0.7673
7/23/2015,0.77196887,0.7671
7/24/2015,0.770289514,0.7665
7/27/2015,0.767917577,0.767
7/28/2015,0.771187818,0.7739
7/29/2015,0.771247641,0.7725
7/30/2015,0.767822213,0.7691
7/31/2015,0.767740104,0.7641
8/3/2015,0.764321543,0.7601
8/4/2015,0.759248552,0.758
8/5/2015,0.762462424,0.7588
8/6/2015,0.762398437,0.7628
8/7/2015,0.761132421,0.7614
8/10/2015,0.767870132,0.7691
8/11/2015,0.764335819,0.7625
8/12/2015,0.764638614,0.7704
8/13/2015,0.759838364,0.7657
8/14/2015,0.758347719,0.7635
8/17/2015,0.758393253,0.7645
8/18/2015,0.756738528,0.7659
8/19/2015,0.755230742,0.7617
8/20/2015,0.752961801,0.7643
8/21/2015,0.74730408,0.7583
8/24/2015,0.743417157,0.7527
8/25/2015,0.7474227,0.7497
8/26/2015,0.745666409,0.7523
8/27/2015,0.752360285,0.7577
8/28/2015,0.754782666,0.7574
8/31/2015,0.757353421,0.761
9/1/2015,0.753558066,0.7542
9/2/2015,0.755068723,0.7537
9/3/2015,0.758548043,0.7588
9/4/2015,0.755527764,0.753
9/7/2015,0.755464112,0.7515
9/8/2015,0.755542121,0.757
9/9/2015,0.754668709,0.7543
9/10/2015,0.757724453,0.7546
9/11/2015,0.759550656,0.754
9/14/2015,0.756446555,0.7539
9/15/2015,0.75450821,0.7547
9/16/2015,0.758300481,0.7592
9/17/2015,0.764322119,0.7586
9/18/2015,0.760023764,0.7561
9/21/2015,0.76451117,0.7545
9/22/2015,0.762403159,0.7534
9/23/2015,0.760375854,0.7507
9/24/2015,0.761159831,0.7516
9/25/2015,0.763736039,0.7498
9/28/2015,0.757970064,0.7466
9/29/2015,0.759598089,0.745
9/30/2015,0.763249515,0.7512
10/1/2015,0.761650134,0.7536
10/2/2015,0.76598303,0.7603
10/5/2015,0.767504794,0.7642
10/6/2015,0.770651623,0.7672
10/7/2015,0.770782414,0.7659
10/8/2015,0.772751811,0.7682
10/9/2015,0.774049873,0.7725
10/12/2015,0.772101904,0.7694
10/13/2015,0.771135282,0.7669
10/14/2015,0.774942223,0.7731
10/15/2015,0.77268018,0.7772
10/16/2015,0.771884026,0.7742
10/19/2015,0.769967127,0.7681
10/20/2015,0.769614473,0.7705
10/21/2015,0.765993845,0.7611
10/22/2015,0.766911462,0.764
10/23/2015,0.763661057,0.7595
10/26/2015,0.761501799,0.7603
10/27/2015,0.759166164,0.7537
10/28/2015,0.75970094,0.7581
10/29/2015,0.759031469,0.7592
10/30/2015,0.760948583,0.7647
11/2/2015,0.75863704,0.7637
11/3/2015,0.761867325,0.7657
11/4/2015,0.75798883,0.7605
11/5/2015,0.755623263,0.7593
11/6/2015,0.75322082,0.7516
11/9/2015,0.750524216,0.7526
11/10/2015,0.749730976,0.7533
11/11/2015,0.749123416,0.7539
11/12/2015,0.747360806,0.7524
11/13/2015,0.74578579,0.7506
11/16/2015,0.744295641,0.7502
11/17/2015,0.744082856,0.7507
11/18/2015,0.743339629,0.7517
11/19/2015,0.741296932,0.7528
11/20/2015,0.739450465,0.7493
11/23/2015,0.740476324,0.7482
11/24/2015,0.740831542,0.7515
11/25/2015,0.741614485,0.7525
11/26/2015,0.741263714,0.7522
11/27/2015,0.740943175,0.7479
11/30/2015,0.738352757,0.7484
12/1/2015,0.736940991,0.7486
12/2/2015,0.734733451,0.7495
12/3/2015,0.739824041,0.7488
12/4/2015,0.739134257,0.7484
12/7/2015,0.734641997,0.7408
12/8/2015,0.731046231,0.7361
12/9/2015,0.729311766,0.7365
12/10/2015,0.727012369,0.734
12/11/2015,0.7223511,0.727
12/14/2015,0.719433126,0.7281
12/15/2015,0.718995338,0.7282
12/16/2015,0.71707118,0.7257
12/17/2015,0.715933778,0.7175
12/18/2015,0.716825453,0.7165
12/21/2015,0.717419724,0.7163
12/22/2015,0.717322511,0.7184
12/23/2015,0.718135532,0.7219
12/24/2015,0.716398584,0.7235
12/25/2015,0.716785394,0.7234
12/28/2015,0.71504889,0.7191
12/29/2015,0.714646936,0.7224
12/30/2015,0.713122823,0.7204
12/31/2015,0.715331598,0.7227
1/1/2016,0.71561877,0.7218
1/4/2016,0.71372019,0.7166
1/5/2016,0.714527614,0.7145
1/6/2016,0.711410222,0.7105
1/7/2016,0.711703779,0.7084
1/8/2016,0.710435033,0.7056
1/11/2016,0.705864814,0.7035
1/12/2016,0.699966253,0.7012
1/13/2016,0.698063106,0.6973
1/14/2016,0.698709223,0.696
1/15/2016,0.692776133,0.6879
1/18/2016,0.693407188,0.6868
1/19/2016,0.691836115,0.6859
1/20/2016,0.696562098,0.6895
1/21/2016,0.702809026,0.701
1/22/2016,0.706721776,0.7082
1/25/2016,0.701678443,0.6997
1/26/2016,0.706358054,0.7083
1/27/2016,0.708878912,0.7095
1/28/2016,0.711127124,0.7128
1/29/2016,0.715070672,0.7158
2/1/2016,0.711734174,0.717
2/2/2016,0.70859363,0.7115
2/3/2016,0.71403477,0.7257
2/4/2016,0.715269546,0.7271
2/5/2016,0.711890083,0.7185
2/8/2016,0.709685175,0.718
2/9/2016,0.706269979,0.7212
2/10/2016,0.707240758,0.7178
2/11/2016,0.70884949,0.7176
2/12/2016,0.71377128,0.722
2/15/2016,0.714199794,0.7229
2/16/2016,0.71687384,0.7213
2/17/2016,0.722094067,0.7315
2/18/2016,0.721911264,0.7286
2/19/2016,0.71860878,0.7263
2/22/2016,0.721170982,0.7296
2/23/2016,0.7219245,0.725
2/24/2016,0.723601289,0.7297
2/25/2016,0.726293132,0.7391
2/26/2016,0.724825243,0.74
2/29/2016,0.727800847,0.7384
3/1/2016,0.727223815,0.7458
3/2/2016,0.729321056,0.7454
3/3/2016,0.728442393,0.7459
3/4/2016,0.731259065,0.7509
3/7/2016,0.730208341,0.7529
3/8/2016,0.727710949,0.7457
3/9/2016,0.731728548,0.7548
3/10/2016,0.732752334,0.7494
3/11/2016,0.736108953,0.7568
3/14/2016,0.73418892,0.7541
3/15/2016,0.73154566,0.7488
3/16/2016,0.738962295,0.7636
3/17/2016,0.742537934,0.7706
3/18/2016,0.746023761,0.769
3/21/2016,0.746092218,0.7633
3/22/2016,0.747164619,0.7664
3/23/2016,0.744091594,0.7573
3/24/2016,0.74254154,0.7548
3/25/2016,0.742979591,0.7537
3/28/2016,0.74398946,0.7583
3/29/2016,0.745490166,0.7648
3/30/2016,0.75235484,0.7712
3/31/2016,0.757287829,0.769
4/1/2016,0.757469974,0.7686
4/4/2016,0.755020766,0.7641
4/5/2016,0.752046144,0.7612
4/6/2016,0.755203127,0.764
4/7/2016,0.755015573,0.7607
4/8/2016,0.76015391,0.7699
4/11/2016,0.76041247,0.7754
4/12/2016,0.763718722,0.7835
4/13/2016,0.765226874,0.7802
4/14/2016,0.767321135,0.7784
4/15/2016,0.768897541,0.7801
4/18/2016,0.770257431,0.7822
4/19/2016,0.773677169,0.7892
4/20/2016,0.773284831,0.7902
4/21/2016,0.77333224,0.7852
4/22/2016,0.77654798,0.7894
4/25/2016,0.775976106,0.7888
4/26/2016,0.772142755,0.7934
4/27/2016,0.774895189,0.7937
4/28/2016,0.778699994,0.7965
4/29/2016,0.781089784,0.7965
5/2/2016,0.779858973,0.7981
5/3/2016,0.774785905,0.7859
